mainFloorLengthInFt,mainFloorBreadthInFt,ceilingHeightInFt,numberOfFloors,numberOfKitchens,numberOfStandaloneToilets,numberOfFullBathrooms,numberOfRooms,priceOfBagOfCement,priceOfTripOfSand,priceOfWaterInLiters,priceOfDoorD1,priceOfDoorD2,priceOfDoorD3,priceOfWindowW1,priceOfWindowW2,priceOfTilesPerM2,priceOfGraniteInTonnes,priceOfSteelPerM3,priceOfCostOfRoofHalfPlot,estimatedBlocksNeeded,estimatedCementBagsNeeded,estimatedConcreteNeeded,estimatedCost,estimatedCostOfRoofing,estimatedNumDoors,estimatedNumDoorsD1,estimatedNumDoorsD2,estimatedNumDoorsD3,estimatedNumWindows,estimatedNumWindowsW1,estimatedNumWindowsW2,estimatedPricePerConcreteInM3,estimatedSandInTonnesNeeded,estimatedVolumeOfSlabNeeded,estimatedTripsOfSandsNeeded,estimatedSteelNeeded
234.30,319.17,12.16,6.98,4.70,7.77,0.74,6.68,6452.31,47520.98,6.36,24872.15,20235.23,11404.63,59127.22,30836.85,6961.25,21468.58,614329.43,1115200.12,999145.28,47102.45,2637.18,637980118.48,4295247.07,40.19,7.98,23.69,8.51,136.37,127.86,8.51,85833.18,25585.80,706.21,4126.74,26.37
344.19,313.70,15.44,2.24,3.73,5.53,5.99,4.89,4914.61,51202.10,7.91,28201.51,20704.49,9255.37,49553.18,38338.54,5910.70,23377.31,303068.50,1323255.72,320536.87,22195.37,1858.09,308206545.98,6124105.22,38.53,3.24,23.77,11.52,128.40,116.88,11.52,78737.00,9310.33,1019.67,1501.67,18.58
68.89,499.86,13.75,7.38,2.52,1.31,6.02,8.54,5318.47,51128.39,9.59,25299.54,15913.28,9891.28,52523.79,45698.18,6683.80,20840.03,335932.81,1082926.54,1015300.17,44061.56,2136.61,534255550.93,2830345.07,37.80,8.38,22.09,7.32,115.69,108.37,7.32,78095.09,25407.93,325.19,4098.05,21.37
231.35,162.62,13.64,8.64,6.91,3.81,7.24,0.44,8120.42,37449.69,8.10,28239.75,18150.90,7111.19,55889.87,25244.88,7438.00,22627.27,529964.76,1586219.76,560825.27,25085.95,1286.99,369889367.29,4333378.74,31.05,9.64,10.36,11.05,26.06,15.01,11.05,97694.67,14150.96,355.30,2282.41,12.87
418.79,27.92,14.19,6.41,9.95,0.53,0.65,5.51,8097.97,29371.76,8.80,28643.78,11317.13,6646.25,48570.15,33669.19,6774.45,17208.99,624546.05,994674.87,456756.27,19937.88,977.74,254519461.80,1514752.56,22.26,7.41,13.67,1.18,43.82,42.64,1.18,88306.97,11448.35,110.40,1846.51,9.78
270.04,281.19,11.61,6.83,7.21,1.42,8.64,7.45,8934.67,29996.80,9.79,16849.20,21110.55,11127.68,57895.25,28037.73,5549.82,23574.04,757813.36,1152240.64,1038415.28,49260.30,2784.63,719161556.87,4472025.96,42.84,7.83,24.95,10.06,152.13,142.08,10.06,103721.61,26639.10,717.11,4296.63,27.85
198.15,199.13,10.63,7.11,7.32,7.69,7.04,9.25,5208.34,40349.39,8.89,25308.18,16928.20,9950.70,42855.82,40751.03,5826.51,16713.26,441370.77,1716334.23,882996.68,40405.90,2156.19,437692548.44,4801856.96,46.65,8.11,23.81,14.74,139.54,124.80,14.74,69296.64,22421.55,372.63,3616.38,21.56
310.67,33.56,13.92,2.72,1.61,4.69,7.29,0.28,6312.62,55556.55,6.50,17679.89,20518.91,9530.95,61304.01,37056.53,6187.10,23152.30,734589.21,947447.89,96343.33,5279.97,359.73,78903218.69,1362655.90,21.24,3.72,5.53,11.99,18.89,6.90,11.99,88747.15,2581.95,98.47,416.44,3.60
212.49,374.60,10.04,3.94,8.30,8.37,4.39,8.28,8599.41,54064.65,5.62,29800.86,21378.11,9709.83,60940.92,48006.12,7316.14,18058.58,368361.68,1568372.88,526027.67,30533.94,2207.78,494001100.02,6232142.04,44.23,4.94,26.53,12.76,172.94,160.18,12.76,96918.52,14362.64,751.69,2316.55,22.08
349.78,137.92,12.92,1.37,5.75,8.15,1.90,5.15,7585.30,44306.39,7.85,27104.36,18796.72,10452.46,50188.29,38218.85,6194.95,23263.90,497986.29,1697837.92,130926.63,9987.21,890.57,165583326.81,5252315.64,31.13,2.37,18.71,10.05,91.76,81.71,10.05,96044.60,3946.23,455.59,636.49,8.91
129.39,45.60,15.62,7.62,9.66,7.99,1.55,6.67,5013.21,40211.41,7.33,21162.45,17493.08,11600.51,68085.54,27756.06,6465.98,17704.79,494183.44,979764.59,374029.53,15564.31,691.73,163556269.41,1059986.11,32.01,8.62,13.84,9.55,45.39,35.84,9.55,69121.17,9256.24,55.72,1492.94,6.92
318.59,487.54,12.53,6.11,3.86,4.31,0.26,7.26,6909.18,35377.56,7.25,23640.18,16765.65,7076.93,36811.32,25991.09,5835.03,21386.37,749572.92,1439038.24,1251619.82,63994.93,4016.45,851105516.16,7987982.72,42.27,7.11,30.59,4.57,203.00,198.43,4.57,86910.70,32827.41,1466.87,5294.74,40.16
222.46,347.27,15.20,9.33,9.38,4.72,4.10,4.47,8590.77,55569.59,8.49,18386.31,18015.66,11447.97,47315.68,30679.88,5951.08,21317.80,635082.14,1332632.16,1446503.90,61907.56,2920.16,1006691263.24,5216932.07,39.75,10.33,20.60,8.82,100.30,91.49,8.82,102315.24,36063.91,729.58,5816.76,29.20
157.97,80.85,11.84,2.38,0.60,1.27,9.80,2.05,5788.27,40716.44,9.31,27363.11,21230.12,6508.10,63605.06,42008.57,5694.46,24293.80,563591.71,999162.38,70950.52,4435.25,343.05,60963758.78,1590437.18,23.17,3.38,8.73,11.07,31.22,20.15,11.07,84559.81,1986.52,120.62,320.41,3.43
212.81,280.17,11.34,8.56,4.31,9.50,5.70,3.88,7257.64,55425.47,7.89,25016.45,16198.75,10566.85,36065.06,46052.43,7188.86,22170.29,540621.15,1423159.02,946977.03,42852.10,2243.63,649758443.15,4894438.18,42.79,9.56,18.03,15.20,86.64,71.44,15.20,94112.35,23971.26,563.07,3866.33,22.44
429.57,72.12,13.85,3.48,7.05,4.66,0.53,2.38,5934.90,38830.39,8.55,23628.38,12029.62,9755.76,53686.41,34627.73,6272.38,18790.12,277363.99,1204463.13,225481.41,12415.47,850.24,157275465.67,2985977.92,22.04,4.48,12.37,5.19,40.18,34.99,5.19,77099.46,6051.85,292.58,976.11,8.50
64.17,350.04,13.06,3.26,8.89,5.60,2.20,7.13,6304.68,53503.90,5.73,21854.35,11663.38,7238.89,51880.38,33603.63,7289.69,22615.03,693147.09,1657399.89,256993.66,13559.89,884.68,193634314.02,3498666.18,30.26,4.26,18.19,7.81,82.13,74.32,7.81,87430.19,6805.74,212.14,1097.70,8.85
199.55,62.92,11.76,5.25,6.27,7.81,8.01,7.87,4921.68,38459.14,5.07,27834.75,15532.68,10911.17,50975.37,45070.79,6957.12,22098.81,332944.53,1195652.09,326314.55,15416.37,866.00,166053722.65,1886967.14,39.48,6.25,17.41,15.82,76.54,60.72,15.82,74253.92,8361.30,118.57,1348.60,8.66
401.05,405.15,10.57,4.31,8.47,3.60,7.57,0.76,6088.75,37064.31,8.31,24751.28,18209.17,6841.82,57030.70,44412.57,5831.06,22870.89,729013.15,1482455.61,420039.39,30448.58,2629.64,463037916.38,8416498.88,37.78,5.31,21.30,11.18,50.55,39.37,11.18,83792.06,12412.57,1534.48,2002.03,26.30
477.29,505.85,12.05,4.03,1.66,0.77,1.50,4.07,8043.10,33259.43,7.55,25877.37,18799.89,9011.03,61881.33,37744.29,6874.40,24991.65,668480.08,1582048.75,657351.81,46293.27,3921.31,783101529.39,10948684.02,37.97,5.03,30.67,2.27,151.72,149.45,2.27,99789.27,19214.11,2280.06,3099.05,39.21
175.46,373.49,10.60,2.09,7.24,4.60,7.53,9.26,5537.35,51856.16,6.54,27998.66,16893.95,8582.55,43909.73,49509.19,6734.80,18788.92,407586.79,1727492.83,264173.13,18154.96,1511.71,241927419.71,6228518.83,41.91,3.09,26.69,12.13,173.10,160.97,12.13,76301.16,7651.79,618.87,1234.16,15.12
410.89,451.73,9.23,6.03,4.78,3.84,5.85,5.42,7605.40,39771.71,5.24,29106.73,11592.33,7327.72,62925.33,30848.47,5733.50,24546.96,259621.24,878030.54,1060852.05,59919.75,4215.52,882734406.21,5327893.87,46.39,7.03,29.67,9.68,177.22,167.54,9.68,96872.36,28707.41,1752.89,4630.23,42.16
186.61,87.39,14.59,7.12,7.45,7.09,0.63,2.08,5340.15,42590.73,9.66,17111.86,19022.71,8973.73,49087.02,34003.97,5895.91,23911.62,272603.91,1071948.69,343785.66,15264.21,772.72,181136010.62,1928006.70,25.35,8.12,9.51,7.72,30.74,23.02,7.72,81246.21,8656.88,154.00,1396.27,7.73
208.61,88.45,10.64,1.07,6.12,1.07,1.14,5.64,7275.67,33132.44,5.14,29290.76,19238.40,10148.24,35643.11,45729.01,6059.25,20853.11,635174.71,1558826.01,58526.69,4540.02,408.89,68337378.87,2982265.77,19.52,2.07,15.24,2.21,56.84,54.64,2.21,87987.15,1775.79,174.24,286.42,4.09
287.80,278.00,14.99,3.56,1.72,2.82,9.32,5.03,8293.15,28416.46,8.43,17431.28,20700.80,10525.49,69070.00,31575.28,5872.22,18254.38,646048.39,1338932.00,430425.13,24657.71,1759.84,356679757.70,5334165.18,38.37,4.56,21.68,12.13,115.13,103.00,12.13,90977.03,11701.46,755.58,1887.33,17.60
282.15,500.06,10.33,9.00,6.36,6.12,9.95,4.85,8534.37,53726.65,7.21,21435.44,14637.44,8392.10,60059.73,26116.12,6415.30,18893.53,289687.08,1603264.59,1701955.06,79186.72,4342.48,1261441285.96,8482081.31,52.13,10.00,26.05,16.07,148.62,132.55,16.07,97861.69,43420.07,1332.47,7003.24,43.42
503.47,28.99,12.60,3.71,5.68,8.69,7.46,9.14,5785.49,28843.79,6.86,27282.92,20304.62,11270.56,49302.74,40327.51,6570.15,20518.28,702036.00,1139248.75,324692.09,16059.32,964.50,175591190.79,1938410.60,40.61,4.71,19.75,16.15,91.21,75.06,16.15,76571.12,8431.67,137.82,1359.95,9.64
64.39,114.43,9.36,8.00,1.40,1.71,7.92,2.30,4109.74,48260.87,8.22,18679.06,17883.79,8867.50,50370.97,30521.03,6229.92,18051.39,452021.93,1323669.57,232572.68,10394.09,532.43,110867137.19,1600276.10,26.36,9.00,7.74,9.63,26.25,16.63,9.63,64851.51,5866.97,69.58,946.29,5.32
269.00,454.58,14.10,1.26,7.48,0.39,2.48,5.63,6131.38,32940.99,8.73,18001.46,19592.71,11364.49,41035.07,26542.69,6396.83,18450.25,614666.91,1450508.24,205328.16,18473.08,1798.14,269723333.98,7144031.66,31.06,2.26,25.93,2.87,143.45,140.58,2.87,76970.25,6625.97,1154.81,1068.71,17.98
395.57,450.10,13.94,5.52,3.81,7.61,6.76,1.99,7951.49,38505.20,7.32,29102.53,17590.93,9912.15,57030.23,40192.77,6637.17,24652.12,544513.43,1093040.71,794743.16,45916.04,3304.77,745744897.66,6495946.42,44.97,6.52,24.08,14.37,87.82,73.45,14.37,99538.79,21666.06,1681.41,3494.53,33.05
391.36,367.74,14.00,6.99,6.28,5.15,7.21,9.29,5503.98,50569.54,10.00,27642.39,20346.61,8844.10,48707.74,46392.24,7215.07,23064.81,429773.18,1756379.33,1834312.29,85429.58,4692.28,1098397049.81,9384765.53,53.26,7.99,32.90,12.37,251.60,239.24,12.37,82607.70,46809.93,1359.17,7549.99,46.92
81.42,420.11,13.27,5.70,8.22,0.76,9.38,0.80,4572.81,53354.26,7.00,26540.28,16365.97,10211.85,37866.17,28657.55,5501.98,16959.00,345990.55,1667580.77,361706.20,17890.97,1074.58,215248612.55,4343938.98,27.29,6.70,10.45,10.13,28.68,18.54,10.13,67207.58,9393.01,323.04,1515.00,10.75
324.95,224.57,14.50,1.76,0.89,7.31,4.45,8.66,7450.09,52461.98,6.61,23809.25,14957.91,9206.53,37235.37,41682.77,6219.18,23495.01,752250.74,1489879.75,269941.43,18000.10,1465.97,291934419.60,5668608.36,41.02,2.76,26.49,11.77,171.41,159.65,11.77,96682.34,7733.11,689.15,1247.28,14.66
481.23,41.74,14.57,3.57,6.97,5.07,7.72,6.59,5352.16,38645.80,7.99,24860.57,18980.06,8020.19,54317.91,30191.32,6262.03,17819.16,604284.48,842946.44,315947.87,15657.37,942.89,175867974.43,1682631.00,34.32,4.57,16.97,12.79,78.24,65.46,12.79,71485.83,8209.35,189.69,1324.09,9.43
157.99,363.20,11.57,2.50,6.51,2.72,7.47,6.40,4714.77,31177.65,7.08,21693.36,20877.58,6656.77,65724.92,38850.65,6444.40,21435.34,425997.38,1391754.25,252859.91,16435.77,1312.45,189735581.23,4695697.17,35.27,3.50,21.58,10.19,118.03,107.84,10.19,70858.11,7177.60,541.92,1157.68,13.12
313.63,87.24,10.64,5.46,8.65,9.28,8.35,6.47,8344.93,41357.81,5.24,17237.62,11515.47,10691.81,59419.82,45262.65,6062.90,21548.55,360768.49,1371033.05,447600.39,21954.16,1303.28,320933627.37,3194079.23,42.06,6.46,17.97,17.64,92.76,75.12,17.64,97946.97,11594.72,258.38,1870.12,13.03
489.02,282.14,13.90,9.46,1.02,2.22,0.19,8.66,5440.81,52770.69,8.48,22142.19,12355.74,7216.60,63642.17,27887.25,6369.91,16867.38,680515.34,1140174.23,2482686.58,107176.87,5143.79,1331783628.23,5964975.45,44.44,10.46,31.56,2.42,222.03,219.61,2.42,73270.54,62041.33,1302.98,10006.67,51.44
207.55,344.28,15.67,2.26,6.84,3.78,8.16,8.62,4547.44,46618.26,6.10,25942.42,16742.96,6870.02,61818.53,37524.54,7032.74,18183.97,454958.01,1320884.38,361746.33,21638.14,1609.73,256534230.18,4973090.33,41.49,3.26,26.29,11.94,169.28,157.33,11.94,67502.52,9976.69,674.82,1609.14,16.10
321.66,204.06,9.09,7.60,5.24,6.18,7.05,3.34,4917.30,29862.34,5.56,25383.62,18983.88,6929.93,62387.69,38148.02,5699.37,18787.92,309599.82,1088518.91,740617.12,36189.23,2136.89,370203104.32,3927831.94,39.64,8.60,17.82,13.22,79.49,66.27,13.22,67948.74,19163.77,619.86,3090.93,21.37
39.31,212.80,15.46,3.59,6.76,3.30,0.78,2.15,4880.62,38390.93,6.82,28241.45,21700.75,7450.67,67749.42,34025.87,7015.60,18039.00,634473.58,1183926.71,124707.11,6166.27,370.19,69024957.37,1525154.94,16.47,4.59,7.79,4.08,20.92,16.84,4.08,68284.85,3238.15,79.00,522.28,3.70
402.42,125.41,10.09,8.58,5.46,3.61,3.53,9.72,6133.99,41355.78,5.38,22088.51,16049.41,6500.01,60227.19,47153.53,7125.67,23631.66,706887.79,1272477.50,1362684.04,59897.60,2976.28,743062686.45,4026172.59,42.54,9.58,25.82,7.14,154.91,147.77,7.14,85534.44,34219.52,476.59,5519.28,29.76
115.17,162.25,13.84,5.99,4.46,8.39,5.48,0.17,5437.28,42458.81,7.90,27663.15,12047.30,8633.96,54593.47,49582.60,6028.14,22806.04,312619.18,1079501.33,230814.60,11110.56,641.98,137751534.50,2078463.75,27.95,6.99,7.09,13.87,22.16,8.29,13.87,80023.38,5946.30,176.48,959.08,6.42
513.74,288.09,13.16,9.54,7.87,8.04,7.95,0.99,8262.83,34558.83,7.36,20977.89,21684.01,7133.82,60623.53,36437.13,6980.19,17773.88,517133.20,1012409.41,1388587.95,64937.22,3590.15,946847104.84,5485653.53,47.25,10.54,20.71,16.00,58.94,42.95,16.00,90981.98,35476.90,1397.68,5722.08,35.90
485.98,221.94,15.08,5.18,0.54,3.03,5.43,7.92,6370.12,48554.98,7.67,15708.41,16218.04,9687.52,44471.38,48701.60,6435.32,21148.66,695832.11,1734021.70,992186.39,49528.45,3012.25,682328875.78,8020965.11,42.94,6.18,28.30,8.45,187.42,178.97,8.45,85168.12,25836.05,1018.61,4167.10,30.12
410.22,29.62,11.32,4.36,4.32,4.20,2.95,0.49,5548.37,49816.73,9.61,20591.25,15247.08,10789.69,37796.96,33067.94,7213.83,19508.42,516719.38,1626896.67,182070.53,9230.97,573.09,120083295.42,2525771.75,18.77,5.36,6.25,7.16,16.04,8.88,7.16,77531.62,4763.16,114.74,768.25,5.73
55.28,396.38,13.99,1.16,0.57,1.83,8.26,3.08,4740.16,30738.32,6.64,18090.98,21233.95,9548.55,48897.69,35427.25,5532.03,17047.44,702938.51,1665168.12,77328.27,5426.59,458.55,65020281.67,3471737.35,24.27,2.16,12.02,10.09,45.96,35.87,10.09,64482.34,2257.29,206.94,364.08,4.59
293.25,145.38,9.19,7.85,9.97,4.42,9.45,9.07,6030.95,47369.96,7.72,17921.75,14773.87,7115.71,63064.60,32373.84,5730.81,19469.97,668982.46,1598394.11,1015575.57,46156.41,2434.75,580439588.60,4648406.94,46.66,8.85,23.94,13.87,141.30,127.43,13.87,80140.33,25738.86,402.63,4151.43,24.35
111.41,99.02,14.04,8.28,7.45,2.55,3.89,8.29,8231.70,46098.49,8.70,16628.90,13707.84,8707.41,42787.03,36108.85,6958.14,23154.72,308476.23,1748334.25,592841.81,24698.52,1100.53,361254264.16,2586398.07,33.41,9.28,17.68,6.45,66.10,59.65,6.45,100852.44,14675.75,104.18,2367.06,11.01
498.70,510.13,10.08,6.11,0.24,8.21,6.83,5.26,5962.68,32828.89,9.78,15890.50,14393.46,10873.99,69090.49,43140.45,7134.70,16753.23,488433.15,1101775.28,1249972.12,72159.47,5189.56,902793038.94,7826932.43,55.26,7.11,33.11,15.04,206.09,191.05,15.04,73448.00,34067.47,2402.48,5494.75,51.90
295.19,399.26,12.91,4.00,4.87,2.95,0.30,3.38,8267.24,36861.06,9.62,26497.57,20202.63,9801.70,48412.01,38551.54,6667.48,21134.51,279732.69,1738872.34,449367.36,28301.34,2202.78,455443022.76,8407883.11,30.48,5.00,22.23,3.25,92.89,89.64,3.25,96666.19,12614.45,1113.01,2034.59,22.03
275.03,327.17,14.82,9.79,3.70,6.56,7.92,2.52,6870.81,40096.54,5.30,27496.57,17177.85,8495.81,67820.71,48792.28,7485.59,23211.54,381347.49,1300484.85,1358548.18,59064.04,2874.14,796722743.11,5494399.23,44.05,10.79,18.78,14.48,76.72,62.24,14.48,89846.18,34014.27,849.75,5486.17,28.74
457.32,44.18,14.96,7.50,9.19,3.93,9.79,9.83,6250.69,41060.47,6.85,18909.26,11529.18,11666.42,59961.05,30209.91,6849.83,19007.79,713732.04,1118712.69,964064.49,40554.83,1845.47,487048600.69,2239667.11,44.06,8.50,21.85,13.71,108.14,94.43,13.71,79764.44,23926.12,190.81,3859.05,18.45
521.54,380.56,9.98,1.45,8.54,9.14,0.34,6.72,8483.56,38009.74,7.43,24887.84,14027.79,8290.73,68409.70,37952.20,7147.41,19606.85,698944.50,1456756.53,254202.81,27258.91,2853.11,487260320.27,9140708.69,44.30,2.45,32.36,9.49,218.92,209.44,9.49,95821.00,8885.91,1874.34,1433.21,28.53
335.62,462.23,9.61,1.40,9.36,8.34,6.76,7.74,8783.68,45498.96,8.85,22723.57,18206.65,9143.63,62894.76,41305.78,6426.12,24185.29,722460.72,1642443.49,239782.27,23815.99,2420.32,440690189.87,9111400.44,48.80,2.40,31.30,15.10,225.24,210.13,15.10,106140.06,8086.78,1465.05,1304.32,24.20
319.88,228.73,9.81,2.76,7.49,1.08,9.10,2.41,8950.25,32737.65,7.70,22878.73,18101.28,6403.02,46706.32,30636.64,6063.74,19048.78,458375.82,1373051.78,191679.74,14690.85,1313.72,247642816.30,5230961.62,31.08,3.76,17.14,10.18,64.50,54.32,10.18,97386.80,5788.16,690.96,933.57,13.14
392.15,264.12,11.13,9.14,6.89,0.45,0.22,6.16,7761.59,38303.12,6.73,18722.63,16706.77,10735.45,46776.91,35262.09,7234.30,22513.20,701163.60,1464228.06,1552877.57,69944.57,3632.68,988856746.54,6637098.49,36.15,10.14,25.34,0.67,140.74,140.07,0.67,94959.78,39258.07,978.14,6331.95,36.33
398.07,139.30,9.80,4.14,8.58,5.28,6.02,7.63,6426.23,34061.65,7.87,15940.18,14276.69,9235.32,67523.72,43821.42,7113.33,21414.92,273845.59,1788900.22,452643.65,25332.97,1765.31,320645017.83,5933088.52,39.65,5.14,23.22,11.29,135.39,124.09,11.29,83434.12,12212.52,523.66,1969.76,17.65
486.54,439.46,15.78,4.97,6.52,5.60,3.91,2.57,6916.76,53706.08,7.70,17505.65,18808.56,8041.75,47584.50,35454.43,7435.66,16787.50,753902.05,1386560.35,862880.81,50960.05,3746.31,819989285.34,9030304.45,42.46,5.97,26.98,9.51,107.00,97.49,9.51,83532.28,23695.88,2019.25,3821.92,37.46
399.17,311.82,14.24,5.13,6.21,3.83,7.05,2.51,7284.19,41897.25,6.93,19919.54,15763.35,8568.04,61821.40,30257.48,6728.94,16827.53,656763.26,1601757.17,649414.79,36340.22,2531.95,540642570.59,7959184.56,38.42,6.13,21.41,10.88,83.94,73.06,10.88,83973.19,17520.66,1175.46,2825.91,25.32
485.77,520.74,14.52,1.33,8.60,1.06,0.23,5.08,4131.10,35605.02,7.54,19456.08,13891.09,10662.33,38327.71,34169.44,6627.89,19102.89,529168.35,1023245.21,288789.50,31122.97,3263.48,422255280.45,7248482.67,36.39,2.33,32.76,1.29,186.02,184.74,1.29,64212.01,10119.07,2388.90,1632.11,32.63
87.95,520.53,11.12,5.70,6.30,3.25,9.04,7.60,8464.40,52441.50,8.50,21091.40,11310.55,8431.95,48797.73,34333.18,5866.27,21752.01,563614.50,1571100.76,705487.34,34253.57,2004.23,541812278.57,4734697.36,41.08,6.70,22.09,12.29,124.57,112.29,12.29,101515.84,18220.68,432.35,2938.82,20.04
211.05,84.13,14.33,4.77,6.63,4.42,7.63,6.85,7498.64,31174.17,9.70,15783.24,21659.02,11151.06,40276.43,32464.52,7408.11,16669.24,600857.41,1183757.32,343947.14,16253.68,913.41,205518020.72,2221651.03,34.76,5.77,16.94,12.05,75.78,63.73,12.05,83774.46,8813.77,167.68,1421.58,9.13
499.85,489.52,15.50,6.51,7.16,9.12,5.72,0.09,6364.64,50571.79,9.96,17055.38,11599.54,6441.33,37478.61,43456.40,5648.88,17222.32,298619.81,1147737.76,966198.04,56086.10,4055.49,828258331.34,7996339.60,47.22,7.51,24.87,14.84,42.38,27.53,14.84,80090.94,26381.33,2310.79,4255.05,40.55
194.84,208.33,15.85,2.28,4.55,7.04,9.00,7.77,5704.72,36048.58,7.71,21844.62,14805.49,7802.04,58500.61,27500.65,5568.22,21897.50,307406.05,1280017.77,259303.86,14804.77,1053.06,180026479.35,3632215.64,41.04,3.28,21.72,16.04,123.91,107.87,16.04,79413.34,7041.62,383.33,1135.75,10.53
245.81,290.71,13.11,7.28,2.43,1.79,7.14,0.25,8518.53,28699.56,9.36,18762.05,15499.22,10676.55,38874.74,38650.34,7471.35,17667.16,330836.37,1274458.36,572479.06,28515.02,1729.14,418449917.03,4798373.69,30.95,8.28,13.74,8.93,26.46,17.53,8.93,91886.01,14897.39,674.84,2402.80,17.29
229.62,118.70,13.13,2.49,6.49,5.91,9.45,4.57,8588.06,33061.46,7.05,16402.49,15939.31,6980.54,49026.74,47942.50,6028.94,23943.83,644818.44,1065236.83,161373.83,9674.34,721.18,151738467.19,2476912.35,33.96,3.49,15.10,15.36,70.74,55.38,15.36,101962.81,4453.93,257.39,718.38,7.21
45.10,206.05,14.09,7.78,2.21,8.74,5.57,4.82,8065.43,42288.14,7.70,27723.81,12332.91,9729.48,56089.77,36590.39,5951.49,24444.21,288356.63,1107514.05,420359.27,17797.40,821.01,252863325.88,1503731.81,35.13,8.78,12.05,14.30,48.17,33.87,14.30,100753.68,10450.25,87.76,1685.52,8.21
369.36,491.12,14.16,7.84,9.83,0.68,7.59,4.16,6228.34,41553.10,5.90,17857.80,13054.60,7520.51,50780.16,38160.05,5893.55,16264.83,286993.88,1064702.70,1590693.41,76600.78,4428.70,958730222.20,6386863.60,44.65,8.84,27.54,8.27,140.35,132.08,8.27,75545.32,40984.62,1713.09,6610.42,44.29
228.68,335.81,9.11,5.18,2.94,2.24,8.16,4.17,8495.32,43829.20,9.09,18635.75,14350.05,11836.28,64152.12,46493.56,7244.37,20189.46,364486.22,1086349.67,489114.87,27784.40,1966.16,442779030.42,4240031.47,36.70,6.18,20.12,10.40,96.54,86.14,10.40,98025.45,13260.36,725.21,2138.77,19.66
321.60,481.67,11.13,3.22,7.27,1.41,3.61,3.50,6268.41,30366.74,7.53,25375.98,11913.11,10203.84,40462.90,49654.47,5557.09,19071.40,684029.97,1006067.05,394656.94,29419.18,2586.53,406403825.61,5576964.41,34.18,4.22,24.94,5.02,110.91,105.88,5.02,78205.77,11788.59,1462.87,1901.39,25.87
90.48,507.00,15.07,7.57,4.09,8.17,7.09,0.31,6394.44,33837.12,5.97,25925.67,14213.64,8463.58,64206.08,31138.23,6286.03,16809.12,492326.70,857958.44,641738.00,29095.13,1528.38,350160037.17,2588170.91,35.00,8.57,11.17,15.26,30.07,14.81,15.26,76158.19,16253.25,433.23,2621.49,15.28
100.94,326.69,10.71,3.77,2.39,9.43,8.63,6.16,6845.97,40028.37,6.14,21666.39,17182.73,11598.47,50886.11,37035.86,5692.76,16772.06,416898.36,1728406.38,292579.80,16201.60,1116.33,211241250.12,4420597.73,41.14,4.77,18.31,18.05,97.00,78.95,18.05,80377.42,7867.00,311.41,1268.87,11.16
353.16,41.53,14.26,9.37,8.93,5.47,3.80,2.43,6312.91,45395.12,7.76,16348.37,21198.99,7473.00,40063.23,32246.29,5807.33,18098.07,312983.54,1343170.58,644076.39,26469.43,1143.70,327819937.94,2291011.80,29.34,10.37,9.71,9.27,33.74,24.47,9.27,79768.94,15887.49,138.50,2562.50,11.44
67.51,41.46,9.65,9.46,3.88,2.73,9.10,8.94,7784.32,48886.83,5.88,27359.26,16266.90,10717.89,44831.10,29491.03,5547.18,17877.05,320078.25,815830.29,337693.97,14072.21,627.38,195815132.89,607871.36,38.70,10.46,16.41,11.83,44.05,32.21,11.83,90077.26,8360.13,26.43,1348.41,6.27
56.28,204.50,12.27,7.85,4.69,1.99,4.78,7.24,8544.07,30188.20,5.15,15451.48,11260.78,11357.36,41158.19,30888.88,6585.08,20659.00,650807.10,913390.87,520867.84,22324.28,1056.11,299433791.70,1380159.29,31.85,8.85,16.23,6.77,60.69,53.92,6.77,96065.53,12991.16,108.69,2095.35,10.56
412.02,416.99,11.46,4.59,4.32,9.80,4.98,3.22,7146.58,31348.32,8.28,27920.78,13520.95,8721.06,67389.94,28343.70,6133.85,21850.74,655779.31,926414.92,639171.93,40565.47,3177.51,594660133.46,5408400.77,45.93,5.59,25.56,14.78,119.04,104.27,14.78,88697.84,17990.81,1622.52,2901.74,31.78
43.92,312.49,15.21,1.69,3.13,9.59,3.16,2.46,5548.12,45966.73,7.62,28278.21,21770.47,10715.99,39859.83,27711.16,6782.78,21005.33,516823.61,1120605.95,85398.00,5090.61,377.50,69090120.85,1848977.17,24.98,2.69,9.54,12.74,36.60,23.85,12.74,78741.91,2352.48,129.60,379.43,3.78
445.68,306.65,9.07,7.79,4.29,8.76,5.75,7.25,8222.87,46109.38,9.36,19616.37,11250.67,11363.17,43692.95,46967.76,5724.62,19420.79,547261.99,1511152.57,1541589.69,74940.36,4392.59,1121494993.38,7868329.35,52.66,8.79,29.36,14.51,200.57,186.06,14.51,95437.36,39829.00,1290.66,6424.03,43.93
369.30,371.45,15.36,5.06,6.68,0.65,6.68,4.65,4983.16,53112.86,9.94,29186.34,19363.93,11211.53,36258.68,28987.20,7467.57,19953.28,598687.25,1367999.96,833601.92,44718.67,2974.58,602121489.66,7136257.70,38.89,6.06,25.49,7.33,133.42,126.09,7.33,74854.32,22189.87,1295.48,3579.01,29.75
